"","X","Address","Restaurant","Food","Price","Cuisine","Latitude","Longitude","City"
"4520",4520,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Italian Cold Cut Pizza",13,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4521",4521,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Broccoli Chicken Alfredo Pizza",13,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4522",4522,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Fresh Garden Vegetable Pizza",13,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4523",4523,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Grilled Vegetable Pizza",13,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4524",4524,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Chicken Stir Fry Pizza",13,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4525",4525,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Meat Lovers Pizza",13,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4526",4526,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Hawaiian Aloha Pizza",13,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4527",4527,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Mexican Fajita Pizza",13,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4528",4528,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Turkish Farm Pizza",13,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4529",4529,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Greek Island Pizza",13,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4530",4530,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","California Veggie Supreme Pizza",13,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4531",4531,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Arboretum House Special Pizza",15,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4532",4532,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Portuguese Pizza",13,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4533",4533,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Fresh Chicken Finger Dinner",NA,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4534",4534,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Wing Ding Dinner",NA,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4535",4535,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Fresh Buffalo Wing Dinner",NA,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4536",4536,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Fresh Buffalo Finger Dinner",0,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4537",4537,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Combo (Wings & Tenders) Dinner",15.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4538",4538,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Gyro Dinner",15.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4539",4539,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Double Play Dinner",16.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4540",4540,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Grilled Chicken Dinner",15.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4541",4541,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Chicken Stir Fry Dinner",16.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4542",4542,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Chicken Kabob Dinner",16.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4543",4543,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Steak Tip Dinner",17.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4544",4544,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Fish and Chips Dinner",14.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4545",4545,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Calamari Dinner",13,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4546",4546,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Clam Strips Dinner",14.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4547",4547,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Scallop Dinner",15.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4548",4548,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","10 Piece Shrimp Dinner",15.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4549",4549,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Seafood Dinner",22.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4550",4550,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Fish",10.5,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4551",4551,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Shrimp",11.5,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4552",4552,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Clam Strips",9.5,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4553",4553,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Scallops",13.5,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4554",4554,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Calamari",13.5,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4555",4555,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","10 Piece Buffola Chicken Wings",12.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4556",4556,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","15 Piece Buffola Chicken Wings",16.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4557",4557,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","25 Piece Buffalo Chicken Wings",26.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4558",4558,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","50 Piece Buffalo Chicken Wings",47,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4559",4559,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","6 Piece Buffalo Chicken Tenders",11.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4560",4560,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","10 Piece Buffalo Chicken Tenders",15.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4561",4561,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","15 Piece Buffalo Chicken Tenders",22.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4562",4562,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","25 Piece Buffalo Chicken Tenders",32.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4563",4563,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","50 Piece Buffalo Chicken Tenders",55.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4564",4564,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Marinara Sauce and Cheese Dinner",11.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4565",4565,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Meatball and Cheese Dinner",14.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4566",4566,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Sausage and Cheese Dinner",14.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4567",4567,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Combo and Cheese Dinner",15.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4568",4568,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Veal and Cheese Dinner",15.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4569",4569,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Chicken Parm Dinner",15.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4570",4570,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Grilled Chicken and Broccoli Dinner",16.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4571",4571,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Grilled Chicken Shrimp and Broccoli Dinner",18.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4572",4572,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Eggplant and Cheese Dinner",14.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4573",4573,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Stuffed Shells Dinner",13.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4574",4574,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Lasgana Dinner",13.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4575",4575,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Shrimp, Broccoli Alfredo and Cheese Dinner",16.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4576",4576,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Steak Tip Broccoli Alfredo",17.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4577",4577,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Double Play Broccoli Alfredo",18.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4578",4578,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Arboretum Super Alfredo!",20.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4579",4579,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","French Fries",4.5,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4580",4580,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Spicy Fries",5.25,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4581",4581,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Curly Fries",5.25,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4582",4582,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Buffalo Fries",7.25,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4583",4583,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Onion Rings",5.25,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4584",4584,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Sweet Potato Fries",6.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4585",4585,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Garlic Bread",4,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4586",4586,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Pepperoni Bread",6.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4587",4587,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Cheesy Fries",7.25,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4588",4588,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Cheesy Bread",9.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4589",4589,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Rice",5,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4590",4590,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Coleslaw",5,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4591",4591,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Mozzarella Stick",7.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4592",4592,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","6 Pieces Jalapeno Poppers",7.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4593",4593,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","4 Pieces Potato Skins with Broccoli",11.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4594",4594,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","4 Pieces Potato Skins with Bacon",11.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4595",4595,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Triple Play",10.25,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4596",4596,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Hummus Homemade",7.25,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4597",4597,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Small Side Salad",5,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4598",4598,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Chicken Fingers (Fresh Homemade)",0,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4599",4599,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Wing Dings",7.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4600",4600,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Potato Chips",1,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4601",4601,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Cheeseburger Basket",10.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4602",4602,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Double Cheeseburger Basket",12.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4603",4603,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Bacon Cheeseburger Basket",12.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4604",4604,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Chicken Cutlet Basket",12,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4605",4605,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Fish Basket",12,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4606",4606,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Grilled Chicken Basket",12,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4607",4607,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Cheeseburger",7.25,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4608",4608,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Hamburger",6.25,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4609",4609,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Bacon Cheeseburger",8.25,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4610",4610,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Double Cheeseburger",9.25,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4611",4611,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Grilled Chicken Sandwich",7.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4612",4612,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Fish Sandwich",8.25,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4613",4613,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Tuna Sandwich",8.25,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4614",4614,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Turkey Club sandwiches",8.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4615",4615,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Ham & Cheese Sandwich",8.25,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4616",4616,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Steak and Cheese Hot Sub",8.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4617",4617,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Steak, Onions and Cheese Hot Sub",9,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4618",4618,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Steak Peppers and Cheese Hot Sub",9,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4619",4619,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Steak Mushrooms and Cheese Hot Sub",9,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4620",4620,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Steak Combo Hot Sub",10.75,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
"4621",4621,"4025 Washington St Roslindale, MA, 02131","Arboretum Pizza Grill","Buffalo Steak Hot Sub",9,"Italian, Mexican, Burgers, Pizza, Sandwiches, Seafood, American, Wings, Pasta, Salads, Grill, Healthy, Subs",42.2919422,-71.1225008,"Boston"
