"","Address","Restaurant","Food","Price","Cuisine","Latitude","Longitude"
"1","10 Exchange St Charleston, SC, 29401","The Boathouse","Benne Seed-Crusted Fried Calamari","








6.95


","Seafood, American",32.7768389,-79.9261996
"2","10 Exchange St Charleston, SC, 29401","The Boathouse","Dirty Bird","








10.00


","Seafood, American",32.7768389,-79.9261996
"3","10 Exchange St Charleston, SC, 29401","The Boathouse","Chive Mashed Potatoes","









","Seafood, American",32.7768389,-79.9261996
"4","10 Exchange St Charleston, SC, 29401","The Boathouse","Blackened Seared Rare Tuna","








9.95


","Seafood, American",32.7768389,-79.9261996
"5","10 Exchange St Charleston, SC, 29401","The Boathouse","Blanca Cosmo","








8.00


","Seafood, American",32.7768389,-79.9261996
"6","10 Exchange St Charleston, SC, 29401","The Boathouse","Red Rice Stone Ground Grits","









","Seafood, American",32.7768389,-79.9261996
"7","10 Exchange St Charleston, SC, 29401","The Boathouse","Fried Shrimp","








6.95


","Seafood, American",32.7768389,-79.9261996
"8","10 Exchange St Charleston, SC, 29401","The Boathouse","French Cosmo","








10.00


","Seafood, American",32.7768389,-79.9261996
"9","10 Exchange St Charleston, SC, 29401","The Boathouse","Vegetable of the Day","









","Seafood, American",32.7768389,-79.9261996
"10","10 Exchange St Charleston, SC, 29401","The Boathouse","Fried Oysters","








6.95


","Seafood, American",32.7768389,-79.9261996
"11","10 Exchange St Charleston, SC, 29401","The Boathouse","Apple Martini","








8.00


","Seafood, American",32.7768389,-79.9261996
"12","10 Exchange St Charleston, SC, 29401","The Boathouse","'Best Ever' Collard Greens","









","Seafood, American",32.7768389,-79.9261996
"13","10 Exchange St Charleston, SC, 29401","The Boathouse","Portobello Fries","








6.95


","Seafood, American",32.7768389,-79.9261996
"14","10 Exchange St Charleston, SC, 29401","The Boathouse","Caramel Appletini","








8.00


","Seafood, American",32.7768389,-79.9261996
"15","10 Exchange St Charleston, SC, 29401","The Boathouse","Tarragon Asparagus","









","Seafood, American",32.7768389,-79.9261996
"16","10 Exchange St Charleston, SC, 29401","The Boathouse","Fried Green Tomatoes","








6.95


","Seafood, American",32.7768389,-79.9261996
"17","10 Exchange St Charleston, SC, 29401","The Boathouse","Raspberry Martini","








8.00


","Seafood, American",32.7768389,-79.9261996
"18","10 Exchange St Charleston, SC, 29401","The Boathouse","Penne with Four-Cheese Cream Sauce","









","Seafood, American",32.7768389,-79.9261996
"19","10 Exchange St Charleston, SC, 29401","The Boathouse","Crab Fritters","








7.95


","Seafood, American",32.7768389,-79.9261996
"20","10 Exchange St Charleston, SC, 29401","The Boathouse","Milky Way Martini","








9.00


","Seafood, American",32.7768389,-79.9261996
"21","10 Exchange St Charleston, SC, 29401","The Boathouse","Grilled Shrimp","








5.95


","Seafood, American",32.7768389,-79.9261996
"22","10 Exchange St Charleston, SC, 29401","The Boathouse","Applewood Bacon-Wrapped Jumbo Scallops","








9.95


","Seafood, American",32.7768389,-79.9261996
"23","10 Exchange St Charleston, SC, 29401","The Boathouse","Chocolate Macaroon","








9.00


","Seafood, American",32.7768389,-79.9261996
"24","10 Exchange St Charleston, SC, 29401","The Boathouse","Seared Scallops","








5.95


","Seafood, American",32.7768389,-79.9261996
"25","10 Exchange St Charleston, SC, 29401","The Boathouse","Boathouse Seafood Chowder","








5.50


","Seafood, American",32.7768389,-79.9261996
"26","10 Exchange St Charleston, SC, 29401","The Boathouse","Dark Chocolate Godiva","








9.00


","Seafood, American",32.7768389,-79.9261996
"27","10 Exchange St Charleston, SC, 29401","The Boathouse","Crab Cake","








7.95


","Seafood, American",32.7768389,-79.9261996
"28","10 Exchange St Charleston, SC, 29401","The Boathouse","The Boathosue Salad","








4.95


","Seafood, American",32.7768389,-79.9261996
"29","10 Exchange St Charleston, SC, 29401","The Boathouse","Seasonal Fresh Fruit Plate","








5.95


","Seafood, American",32.7768389,-79.9261996
"30","10 Exchange St Charleston, SC, 29401","The Boathouse","Half Order of Lobster Tails","








15.95


","Seafood, American",32.7768389,-79.9261996
"31","10 Exchange St Charleston, SC, 29401","The Boathouse","Spinach Salad","








6.95


","Seafood, American",32.7768389,-79.9261996
"32","10 Exchange St Charleston, SC, 29401","The Boathouse","Yogurt and Granola Parfait","








6.95


","Seafood, American",32.7768389,-79.9261996
"33","10 Exchange St Charleston, SC, 29401","The Boathouse","Guinness","








4.25


","Seafood, American",32.7768389,-79.9261996
"34","10 Exchange St Charleston, SC, 29401","The Boathouse","Caesar Salad","








5.95


","Seafood, American",32.7768389,-79.9261996
"35","10 Exchange St Charleston, SC, 29401","The Boathouse","Soup of the Day","








4.95


","Seafood, American",32.7768389,-79.9261996
"36","10 Exchange St Charleston, SC, 29401","The Boathouse","Bass","








4.00


","Seafood, American",32.7768389,-79.9261996
"37","10 Exchange St Charleston, SC, 29401","The Boathouse","Penne Primavera","












11.95+


","Seafood, American",32.7768389,-79.9261996
"38","10 Exchange St Charleston, SC, 29401","The Boathouse","House Salad","








3.95


","Seafood, American",32.7768389,-79.9261996
"39","10 Exchange St Charleston, SC, 29401","The Boathouse","Sierra Nevada","








4.00


","Seafood, American",32.7768389,-79.9261996
"40","10 Exchange St Charleston, SC, 29401","The Boathouse","Seafood Pasta","








19.95


","Seafood, American",32.7768389,-79.9261996
"41","10 Exchange St Charleston, SC, 29401","The Boathouse","Small Caesar Salad","








4.95


","Seafood, American",32.7768389,-79.9261996
"42","10 Exchange St Charleston, SC, 29401","The Boathouse","Michelob Light","








3.75


","Seafood, American",32.7768389,-79.9261996
"43","10 Exchange St Charleston, SC, 29401","The Boathouse","Pasta Pomodoro","








12.95


","Seafood, American",32.7768389,-79.9261996
"44","10 Exchange St Charleston, SC, 29401","The Boathouse","Boathouse","








12.95


","Seafood, American",32.7768389,-79.9261996
"45","10 Exchange St Charleston, SC, 29401","The Boathouse","Highland Gaelic Ale","








4.00


","Seafood, American",32.7768389,-79.9261996
"46","10 Exchange St Charleston, SC, 29401","The Boathouse","Lumb Crab Cakes","








19.95


","Seafood, American",32.7768389,-79.9261996
"47","10 Exchange St Charleston, SC, 29401","The Boathouse","Traditional","








8.95


","Seafood, American",32.7768389,-79.9261996
"48","10 Exchange St Charleston, SC, 29401","The Boathouse","Newcastle","








4.00


","Seafood, American",32.7768389,-79.9261996
"49","10 Exchange St Charleston, SC, 29401","The Boathouse","Filet and Lobster","








28.95


","Seafood, American",32.7768389,-79.9261996
"50","10 Exchange St Charleston, SC, 29401","The Boathouse","Smoked Trout","








8.95


","Seafood, American",32.7768389,-79.9261996
"51","10 Exchange St Charleston, SC, 29401","The Boathouse","Budweiser","








3.00


","Seafood, American",32.7768389,-79.9261996
"52","10 Exchange St Charleston, SC, 29401","The Boathouse","Butter-Poached Lobster Tails","








30.95


","Seafood, American",32.7768389,-79.9261996
"53","10 Exchange St Charleston, SC, 29401","The Boathouse","Steak and Eggs","








11.95


","Seafood, American",32.7768389,-79.9261996
"54","10 Exchange St Charleston, SC, 29401","The Boathouse","Bud Light","








3.00


","Seafood, American",32.7768389,-79.9261996
"55","10 Exchange St Charleston, SC, 29401","The Boathouse","Chef's Grilled Seafood Combination","








22.95


","Seafood, American",32.7768389,-79.9261996
"56","10 Exchange St Charleston, SC, 29401","The Boathouse","Vegetable","








7.95


","Seafood, American",32.7768389,-79.9261996
"57","10 Exchange St Charleston, SC, 29401","The Boathouse","Coors Light","








3.00


","Seafood, American",32.7768389,-79.9261996
"58","10 Exchange St Charleston, SC, 29401","The Boathouse","Stuffed Boneless Chicken","








17.95


","Seafood, American",32.7768389,-79.9261996
"59","10 Exchange St Charleston, SC, 29401","The Boathouse","Biscuits with Sausage Gravy","








6.95


","Seafood, American",32.7768389,-79.9261996
"60","10 Exchange St Charleston, SC, 29401","The Boathouse","Michelob Light","








3.25


","Seafood, American",32.7768389,-79.9261996
"61","10 Exchange St Charleston, SC, 29401","The Boathouse","Tuna and Shrimp","








23.95


","Seafood, American",32.7768389,-79.9261996
"62","10 Exchange St Charleston, SC, 29401","The Boathouse","Omelette","








7.95


","Seafood, American",32.7768389,-79.9261996
"63","10 Exchange St Charleston, SC, 29401","The Boathouse","Michelob Ultra","








3.25


","Seafood, American",32.7768389,-79.9261996
"64","10 Exchange St Charleston, SC, 29401","The Boathouse","Fried Catfish with Lump Crab Meat","








18.95


","Seafood, American",32.7768389,-79.9261996
"65","10 Exchange St Charleston, SC, 29401","The Boathouse","Blueberry Buttermilk Pancakes","








7.95


","Seafood, American",32.7768389,-79.9261996
"66","10 Exchange St Charleston, SC, 29401","The Boathouse","Miller Lite","








3.00


","Seafood, American",32.7768389,-79.9261996
"67","10 Exchange St Charleston, SC, 29401","The Boathouse","BBQ Pork Spare Ribs","








16.95


","Seafood, American",32.7768389,-79.9261996
"68","10 Exchange St Charleston, SC, 29401","The Boathouse","Spicy Shrimp and Grits","








11.95


","Seafood, American",32.7768389,-79.9261996
"69","10 Exchange St Charleston, SC, 29401","The Boathouse","Rolling Rock","








3.00


","Seafood, American",32.7768389,-79.9261996
"70","10 Exchange St Charleston, SC, 29401","The Boathouse","Lightly Smoked Roasted Half Duck","








21.95


","Seafood, American",32.7768389,-79.9261996
"71","10 Exchange St Charleston, SC, 29401","The Boathouse","Caesar Salad","












7.95+


","Seafood, American",32.7768389,-79.9261996
"72","10 Exchange St Charleston, SC, 29401","The Boathouse","Anchor Steam","








3.75


","Seafood, American",32.7768389,-79.9261996
"73","10 Exchange St Charleston, SC, 29401","The Boathouse","Spicy Shrimp and Grits","








17.95


","Seafood, American",32.7768389,-79.9261996
"74","10 Exchange St Charleston, SC, 29401","The Boathouse","Seared 6oz. Beef Tenderloin","








19.95


","Seafood, American",32.7768389,-79.9261996
"75","10 Exchange St Charleston, SC, 29401","The Boathouse","Highland Mocha Stout","








3.75


","Seafood, American",32.7768389,-79.9261996
"76","10 Exchange St Charleston, SC, 29401","The Boathouse","Filet and Crab Cake","








26.95


","Seafood, American",32.7768389,-79.9261996
"77","10 Exchange St Charleston, SC, 29401","The Boathouse","Seared Salmon Over Mixed Greens","








9.95


","Seafood, American",32.7768389,-79.9261996
"78","10 Exchange St Charleston, SC, 29401","The Boathouse","Highland Oatmeal Porter","








3.75


","Seafood, American",32.7768389,-79.9261996
"79","10 Exchange St Charleston, SC, 29401","The Boathouse","Pecan-Crusted Local Rainbow Trout","








17.95


","Seafood, American",32.7768389,-79.9261996
"80","10 Exchange St Charleston, SC, 29401","The Boathouse","In-House Smoked Baby Back Ribs","












7.95+


","Seafood, American",32.7768389,-79.9261996
"81","10 Exchange St Charleston, SC, 29401","The Boathouse","Highland Kashmir IPA","








3.75


","Seafood, American",32.7768389,-79.9261996
"82","10 Exchange St Charleston, SC, 29401","The Boathouse","Tempura-Fried Tilapia","








17.95


","Seafood, American",32.7768389,-79.9261996
"83","10 Exchange St Charleston, SC, 29401","The Boathouse","Grits","








2.50


","Seafood, American",32.7768389,-79.9261996
"84","10 Exchange St Charleston, SC, 29401","The Boathouse","Sam Adams","








3.75


","Seafood, American",32.7768389,-79.9261996
"85","10 Exchange St Charleston, SC, 29401","The Boathouse","Lobster and Crab Cake","








27.95


","Seafood, American",32.7768389,-79.9261996
"86","10 Exchange St Charleston, SC, 29401","The Boathouse","Home Fries","








2.50


","Seafood, American",32.7768389,-79.9261996
"87","10 Exchange St Charleston, SC, 29401","The Boathouse","Yuengling","








3.75


","Seafood, American",32.7768389,-79.9261996
"88","10 Exchange St Charleston, SC, 29401","The Boathouse","Grilled Salmon Mediterranean-Style","








17.95


","Seafood, American",32.7768389,-79.9261996
"89","10 Exchange St Charleston, SC, 29401","The Boathouse","2 Scrambled Eggs","








3.95


","Seafood, American",32.7768389,-79.9261996
"90","10 Exchange St Charleston, SC, 29401","The Boathouse","Maisel's Weisse","








4.50


","Seafood, American",32.7768389,-79.9261996
"91","10 Exchange St Charleston, SC, 29401","The Boathouse","Fried Seafood","










17.95+


","Seafood, American",32.7768389,-79.9261996
"92","10 Exchange St Charleston, SC, 29401","The Boathouse","English Muffin","








1.25


","Seafood, American",32.7768389,-79.9261996
"93","10 Exchange St Charleston, SC, 29401","The Boathouse","Amstel Light","








3.75


","Seafood, American",32.7768389,-79.9261996
"94","10 Exchange St Charleston, SC, 29401","The Boathouse","Atlantic Salmon","








16.95


","Seafood, American",32.7768389,-79.9261996
"95","10 Exchange St Charleston, SC, 29401","The Boathouse","Smoked Bacon","








2.95


","Seafood, American",32.7768389,-79.9261996
"96","10 Exchange St Charleston, SC, 29401","The Boathouse","Corona","








3.75


","Seafood, American",32.7768389,-79.9261996
"97","10 Exchange St Charleston, SC, 29401","The Boathouse","Sushi-Grade Yellowfin Tuna","








21.95


","Seafood, American",32.7768389,-79.9261996
"98","10 Exchange St Charleston, SC, 29401","The Boathouse","Sausage Links","








2.95


","Seafood, American",32.7768389,-79.9261996
"99","10 Exchange St Charleston, SC, 29401","The Boathouse","Harp Lager","








3.75


","Seafood, American",32.7768389,-79.9261996
"100","10 Exchange St Charleston, SC, 29401","The Boathouse","Domestic Swordfish","








19.95


","Seafood, American",32.7768389,-79.9261996
"101","10 Exchange St Charleston, SC, 29401","The Boathouse","Canadian Bacon","








2.95


","Seafood, American",32.7768389,-79.9261996
"102","10 Exchange St Charleston, SC, 29401","The Boathouse","Heineken","








3.75


","Seafood, American",32.7768389,-79.9261996
"103","10 Exchange St Charleston, SC, 29401","The Boathouse","Daily Fresh Selection","

","Seafood, American",32.7768389,-79.9261996
"104","10 Exchange St Charleston, SC, 29401","The Boathouse","Mimosa","








4.95


","Seafood, American",32.7768389,-79.9261996
"105","10 Exchange St Charleston, SC, 29401","The Boathouse","Sapporo","








3.75


","Seafood, American",32.7768389,-79.9261996
"106","10 Exchange St Charleston, SC, 29401","The Boathouse","Choice of Sauces","









","Seafood, American",32.7768389,-79.9261996
"107","10 Exchange St Charleston, SC, 29401","The Boathouse","Fresh Squeezed Orange Juices","








2.95


","Seafood, American",32.7768389,-79.9261996
"108","10 Exchange St Charleston, SC, 29401","The Boathouse","Kaliber","








3.75


","Seafood, American",32.7768389,-79.9261996
"109","10 Exchange St Charleston, SC, 29401","The Boathouse","Grilled Ribeye","








21.95


","Seafood, American",32.7768389,-79.9261996
"110","10 Exchange St Charleston, SC, 29401","The Boathouse","Other Juices","








2.00


","Seafood, American",32.7768389,-79.9261996
"111","10 Exchange St Charleston, SC, 29401","The Boathouse","Franziskaner","








3.75


","Seafood, American",32.7768389,-79.9261996
"112","10 Exchange St Charleston, SC, 29401","The Boathouse","Kansas City Strip","








32.95


","Seafood, American",32.7768389,-79.9261996
"113","10 Exchange St Charleston, SC, 29401","The Boathouse","Coffee or Tea","








1.50


","Seafood, American",32.7768389,-79.9261996
"114","10 Exchange St Charleston, SC, 29401","The Boathouse","Spaten","








3.75


","Seafood, American",32.7768389,-79.9261996
"115","10 Exchange St Charleston, SC, 29401","The Boathouse","Filet Mignon Wrapped with Applewood-Smoked Bacon","








23.95


","Seafood, American",32.7768389,-79.9261996
"116","10 Exchange St Charleston, SC, 29401","The Boathouse","San Pellegrino&comma; Sparkling Water&comma; Italy","








4.00


","Seafood, American",32.7768389,-79.9261996
"117","10 Exchange St Charleston, SC, 29401","The Boathouse","Evian&comma; Still Water&comma; French Alps","








4.00


","Seafood, American",32.7768389,-79.9261996
"118","10 Exchange St Charleston, SC, 29401","The Boathouse","Filet Mignon","








19.95


","Seafood, American",32.7768389,-79.9261996
"119","10 Exchange St Charleston, SC, 29401","The Boathouse","Bleu Cheese Coleslaw","









","Seafood, American",32.7768389,-79.9261996
"120","10 Hayne St Charleston, SC, 29401","Hank's Seafood Restaurant","Sauteed Lump Crabcakes","








18.00


","Seafood, American",32.7819497,-79.9298949
"121","10 Hayne St Charleston, SC, 29401","Hank's Seafood Restaurant","Crispy Calamari & Shrimp","








14.00


","Seafood, American",32.7819497,-79.9298949
"122","10 Hayne St Charleston, SC, 29401","Hank's Seafood Restaurant","Steamed Mussels","








14.00


","Seafood, American",32.7819497,-79.9298949
"123","10 Hayne St Charleston, SC, 29401","Hank's Seafood Restaurant","Seared Rare Tuna","








17.00


","Seafood, American",32.7819497,-79.9298949
"124","10 Hayne St Charleston, SC, 29401","Hank's Seafood Restaurant","Hank's Oyster Stew","








17.00


","Seafood, American",32.7819497,-79.9298949
"125","10 Hayne St Charleston, SC, 29401","Hank's Seafood Restaurant","Oysters Casino","








17.00


","Seafood, American",32.7819497,-79.9298949
"126","10 Hayne St Charleston, SC, 29401","Hank's Seafood Restaurant","Grilled Oyster","








17.00


","Seafood, American",32.7819497,-79.9298949
"127","10 Hayne St Charleston, SC, 29401","Hank's Seafood Restaurant","Local Clams","








17.00


","Seafood, American",32.7819497,-79.9298949
"128","10 Hayne St Charleston, SC, 29401","Hank's Seafood Restaurant","Fried Oysters","








18.00


","Seafood, American",32.7819497,-79.9298949
"129","10 Hayne St Charleston, SC, 29401","Hank's Seafood Restaurant","Heart of Romaine Salad","








14.00


","Seafood, American",32.7819497,-79.9298949
"130","10 Hayne St Charleston, SC, 29401","Hank's Seafood Restaurant","Ceviche","








16.00


","Seafood, American",32.7819497,-79.9298949
"131","10 Hayne St Charleston, SC, 29401","Hank's Seafood Restaurant","Lump Crab Cocktail","








18.00


","Seafood, American",32.7819497,-79.9298949
"132","10 Hayne St Charleston, SC, 29401","Hank's Seafood Restaurant","Jumbo Shrimp Cocktail","








18.00


","Seafood, American",32.7819497,-79.9298949
"133","10 Hayne St Charleston, SC, 29401","Hank's Seafood Restaurant","Smoked Salmon","








14.00


","Seafood, American",32.7819497,-79.9298949
"134","10 Hayne St Charleston, SC, 29401","Hank's Seafood Restaurant","Tuna Tartare","








17.00


","Seafood, American",32.7819497,-79.9298949
"135","10 Hayne St Charleston, SC, 29401","Hank's Seafood Restaurant","Peel 'n Eat Shrimp","










10.00+


","Seafood, American",32.7819497,-79.9298949
"136","10 Hayne St Charleston, SC, 29401","Hank's Seafood Restaurant","Fried Grouper Filet, Fried Shrimp","








25.00


","Seafood, American",32.7819497,-79.9298949
"137","10 Hayne St Charleston, SC, 29401","Hank's Seafood Restaurant","Broiled Seafood Platter, Grouper Filet, Fresh Shrimp, Sea Scallops","








26.00


","Seafood, American",32.7819497,-79.9298949
"138","10 Hayne St Charleston, SC, 29401","Hank's Seafood Restaurant","Fried Flounder Filet, Fried Shrimp","








26.00


","Seafood, American",32.7819497,-79.9298949
"139","10 Hayne St Charleston, SC, 29401","Hank's Seafood Restaurant","Sauteed Flounder","








33.00


","Seafood, American",32.7819497,-79.9298949
"140","10 Hayne St Charleston, SC, 29401","Hank's Seafood Restaurant","Rare Seared Tuna","








32.00


","Seafood, American",32.7819497,-79.9298949
"141","10 Hayne St Charleston, SC, 29401","Hank's Seafood Restaurant","Bouillabaisse","








33.00


","Seafood, American",32.7819497,-79.9298949
"142","10 Hayne St Charleston, SC, 29401","Hank's Seafood Restaurant","Seafood a la Wando","








32.00


","Seafood, American",32.7819497,-79.9298949
"143","10 Hayne St Charleston, SC, 29401","Hank's Seafood Restaurant","Roast Grouper","








33.00


","Seafood, American",32.7819497,-79.9298949
"144","10 Hayne St Charleston, SC, 29401","Hank's Seafood Restaurant","Roasted Salmon","








30.00


","Seafood, American",32.7819497,-79.9298949
"145","10 Hayne St Charleston, SC, 29401","Hank's Seafood Restaurant","Seared Beef Tenderloin","








35.00


","Seafood, American",32.7819497,-79.9298949
"146","10 Hayne St Charleston, SC, 29401","Hank's Seafood Restaurant","Grilled Swordfish","








30.00


","Seafood, American",32.7819497,-79.9298949
"147","10 Hayne St Charleston, SC, 29401","Hank's Seafood Restaurant","Buttermilk Fried Chicken","








24.00


","Seafood, American",32.7819497,-79.9298949
"148","10 Hayne St Charleston, SC, 29401","Hank's Seafood Restaurant","Pan Seared Sea Scallops","








34.00


","Seafood, American",32.7819497,-79.9298949
"149","10 Hayne St Charleston, SC, 29401","Hank's Seafood Restaurant","Swordfish","








26.00


","Seafood, American",32.7819497,-79.9298949
"150","10 Hayne St Charleston, SC, 29401","Hank's Seafood Restaurant","Atlantic Salmon","








25.00


","Seafood, American",32.7819497,-79.9298949
"151","10 Hayne St Charleston, SC, 29401","Hank's Seafood Restaurant","Yellowfin Tuna","








26.00


","Seafood, American",32.7819497,-79.9298949
"152","10 Hayne St Charleston, SC, 29401","Hank's Seafood Restaurant","Local Grouper","








26.00


","Seafood, American",32.7819497,-79.9298949
"153","10 Hayne St Charleston, SC, 29401","Hank's Seafood Restaurant","Collards","








5.00


","Seafood, American",32.7819497,-79.9298949
"154","10 Hayne St Charleston, SC, 29401","Hank's Seafood Restaurant","Mashed Potatoes","








5.00


","Seafood, American",32.7819497,-79.9298949
"155","10 Hayne St Charleston, SC, 29401","Hank's Seafood Restaurant","Adluh Stone Ground Grits","








5.00


","Seafood, American",32.7819497,-79.9298949
"156","10 Hayne St Charleston, SC, 29401","Hank's Seafood Restaurant","Sauteed Mushrooms","








5.00


","Seafood, American",32.7819497,-79.9298949
"157","10 Hayne St Charleston, SC, 29401","Hank's Seafood Restaurant","Pimento Cheese Grits","








5.00


","Seafood, American",32.7819497,-79.9298949
"158","10 Hayne St Charleston, SC, 29401","Hank's Seafood Restaurant","Truffled Dijon Potato Salad","








5.00


","Seafood, American",32.7819497,-79.9298949
"159","10 Hayne St Charleston, SC, 29401","Hank's Seafood Restaurant","Asparagus","








5.00


","Seafood, American",32.7819497,-79.9298949
"160","10 Hayne St Charleston, SC, 29401","Hank's Seafood Restaurant","Coleslaw","








5.00


","Seafood, American",32.7819497,-79.9298949
"161","10 Hayne St Charleston, SC, 29401","Hank's Seafood Restaurant","Spinach","








5.00


","Seafood, American",32.7819497,-79.9298949
"162","10 Hayne St Charleston, SC, 29401","Hank's Seafood Restaurant","Sweet Potato Fries","








5.00


","Seafood, American",32.7819497,-79.9298949
"163","10 Hayne St Charleston, SC, 29401","Hank's Seafood Restaurant","Fried Mashed Potato","








5.00


","Seafood, American",32.7819497,-79.9298949
"164","10 Hayne St Charleston, SC, 29401","Hank's Seafood Restaurant","Pluff Mud Torte","








9.00


","Seafood, American",32.7819497,-79.9298949
"165","10 Hayne St Charleston, SC, 29401","Hank's Seafood Restaurant","Key Lime Pie","








9.00


","Seafood, American",32.7819497,-79.9298949
"166","12 Anson St Charleston, SC, 29401","Anson","Mixed Greens","








10.00


","Seafood, American",32.7817611,-79.9289112
"167","12 Anson St Charleston, SC, 29401","Anson","Shrimp & Grits","








12.00


","Seafood, American",32.7817611,-79.9289112
"168","12 Anson St Charleston, SC, 29401","Anson","Fried Okra","








9.00


","Seafood, American",32.7817611,-79.9289112
"169","12 Anson St Charleston, SC, 29401","Anson","Jumbo Lump Crab Cake","








15.00


","Seafood, American",32.7817611,-79.9289112
"170","12 Anson St Charleston, SC, 29401","Anson","Deviled Eggs","








6.00


","Seafood, American",32.7817611,-79.9289112
"171","12 Anson St Charleston, SC, 29401","Anson","Fried Quail","








15.00


","Seafood, American",32.7817611,-79.9289112
"172","12 Anson St Charleston, SC, 29401","Anson","Crab & Brie Fondue","








15.00


","Seafood, American",32.7817611,-79.9289112
"173","12 Anson St Charleston, SC, 29401","Anson","Iceberg Wedge Salad","








10.00


","Seafood, American",32.7817611,-79.9289112
"174","12 Anson St Charleston, SC, 29401","Anson","Arugula Salad","








10.00


","Seafood, American",32.7817611,-79.9289112
"175","12 Anson St Charleston, SC, 29401","Anson","Fried Calamari","








12.00


","Seafood, American",32.7817611,-79.9289112
"176","12 Anson St Charleston, SC, 29401","Anson","Fried Oysters","








14.00


","Seafood, American",32.7817611,-79.9289112
"177","12 Anson St Charleston, SC, 29401","Anson","Caesar Salad","








12.00


","Seafood, American",32.7817611,-79.9289112
"178","12 Anson St Charleston, SC, 29401","Anson","Fried Green Tomatoes","








12.00


","Seafood, American",32.7817611,-79.9289112
"179","12 Anson St Charleston, SC, 29401","Anson","She Crab Soup","








10.00


","Seafood, American",32.7817611,-79.9289112
"180","12 Anson St Charleston, SC, 29401","Anson","Sybil's Roasted Garlic","








9.00


","Seafood, American",32.7817611,-79.9289112
"181","12 Anson St Charleston, SC, 29401","Anson","Shrimp Cocktail","








14.00


","Seafood, American",32.7817611,-79.9289112
"182","12 Anson St Charleston, SC, 29401","Anson","Shrimp Pasta","








26.00


","Seafood, American",32.7817611,-79.9289112
"183","12 Anson St Charleston, SC, 29401","Anson","Chicken Under a Brick","








22.00


","Seafood, American",32.7817611,-79.9289112
"184","12 Anson St Charleston, SC, 29401","Anson","Fried Pork Chop","








28.00


","Seafood, American",32.7817611,-79.9289112
"185","12 Anson St Charleston, SC, 29401","Anson","Mediterranean Sea Bass","








36.00


","Seafood, American",32.7817611,-79.9289112
"186","12 Anson St Charleston, SC, 29401","Anson","Fried Shrimp","








28.00


","Seafood, American",32.7817611,-79.9289112
"187","12 Anson St Charleston, SC, 29401","Anson","Crispy Flounder","








33.00


","Seafood, American",32.7817611,-79.9289112
"188","12 Anson St Charleston, SC, 29401","Anson","Scallops","








33.00


","Seafood, American",32.7817611,-79.9289112
"189","12 Anson St Charleston, SC, 29401","Anson","Salmon","








28.00


","Seafood, American",32.7817611,-79.9289112
"190","12 Anson St Charleston, SC, 29401","Anson","Vegetable Pasta","








20.00


","Seafood, American",32.7817611,-79.9289112
"191","12 Anson St Charleston, SC, 29401","Anson","Blackened Catfish","








26.00


","Seafood, American",32.7817611,-79.9289112
"192","12 Anson St Charleston, SC, 29401","Anson","Seared Filet Mignon","








39.00


","Seafood, American",32.7817611,-79.9289112
"193","12 Anson St Charleston, SC, 29401","Anson","New York Strip","








42.00


","Seafood, American",32.7817611,-79.9289112
"194","12 Anson St Charleston, SC, 29401","Anson","Confit Duck Leg & Thigh","








42.00


","Seafood, American",32.7817611,-79.9289112
"195","12 Anson St Charleston, SC, 29401","Anson","Pork Shank","








28.00


","Seafood, American",32.7817611,-79.9289112
"196","12 Anson St Charleston, SC, 29401","Anson","Beef Short Rib","








32.00


","Seafood, American",32.7817611,-79.9289112
"197","12 Anson St Charleston, SC, 29401","Anson","Succotash","








6.00


","Seafood, American",32.7817611,-79.9289112
"198","12 Anson St Charleston, SC, 29401","Anson","Grilled Street Corn","








4.00


","Seafood, American",32.7817611,-79.9289112
"199","12 Anson St Charleston, SC, 29401","Anson","Collard Greens","








6.00


","Seafood, American",32.7817611,-79.9289112
"200","12 Anson St Charleston, SC, 29401","Anson","Brussel Sprouts","








8.00


","Seafood, American",32.7817611,-79.9289112
"201","12 Anson St Charleston, SC, 29401","Anson","Grits","








8.00


","Seafood, American",32.7817611,-79.9289112
"202","12 Anson St Charleston, SC, 29401","Anson","Goat Cheese Smashed Potatoes","








8.00


","Seafood, American",32.7817611,-79.9289112
"203","12 Anson St Charleston, SC, 29401","Anson","Roasted Beets","








8.00


","Seafood, American",32.7817611,-79.9289112
"204","145 Wappoo Creek Drive Charleston, SC, 29412","Charleston Crab House","Southern Fried Green Tomatoes","








9.75


","Seafood, American",32.7655866,-79.9748279
"205","145 Wappoo Creek Drive Charleston, SC, 29412","Charleston Crab House","Fried Crab Claws","








11.95


","Seafood, American",32.7655866,-79.9748279
"206","145 Wappoo Creek Drive Charleston, SC, 29412","Charleston Crab House","Hushpuppies","








5.95


","Seafood, American",32.7655866,-79.9748279
"207","145 Wappoo Creek Drive Charleston, SC, 29412","Charleston Crab House","Crispy Calamari","








11.95


","Seafood, American",32.7655866,-79.9748279
"208","145 Wappoo Creek Drive Charleston, SC, 29412","Charleston Crab House","Chilled Peel 'n Eat Shrimp","








11.75


","Seafood, American",32.7655866,-79.9748279
"209","145 Wappoo Creek Drive Charleston, SC, 29412","Charleston Crab House","She Crab Soup","








6.95


","Seafood, American",32.7655866,-79.9748279
