"","Address","Latitude","Longitude","City"
"140","26 S William St New York, NY, 10004",40.7045175,-74.0109504,"New York City"
"141","69 MacDougal St New York, NY, 10012",40.7285929,-74.002001,"New York City"
"142","120 W 51st St New York, NY, 10020",40.7607952,-73.9812268,"New York City"
"143","255 5th Ave New York, NY, 10016",40.7448911,-73.9868772,"New York City"
"144","115 Avenue C New York, NY, 10009",40.7244048,-73.9787807,"New York City"
"145","75 9th Ave New York, NY, 10011",40.7424509,-74.0059581,"New York City"
"146","158 E 48th St New York, NY, 10017",40.7546919,-73.9722216,"New York City"
"147","97 MacDougal St New York, NY, 10012",40.7296284,-74.0011607,"New York City"
"148","104 North End Ave New York, NY, 10282",40.7154302,-74.0154465,"New York City"
"149","52 E 41st St New York, NY, 10016",40.7516345,-73.9790926,"New York City"
"150","155 W 51st St New York, NY, 10019",40.7615691,-73.9818048,"New York City"
"151","1712 1st Ave New York, NY, 10128",40.778504,-73.947892,"New York City"
"152","1 Pennsylvania Plz New York, NY, 10119",40.7513773,-73.9924884,"New York City"
"153","226 W 23rd St New York, NY, 10011",40.7445548,-73.9969304,"New York City"
"154","50 W 125th St New York, NY, 10027",40.8069489,-73.9441909,"New York City"
"155","Location Varies New York, NY, 10022",40.7569246,-73.9718008,"New York City"
"156","39 W 19th St New York, NY, 10011",40.7400574,-73.9933563,"New York City"
"157","87 E 4th St New York, NY, 10003",40.72651,-73.9897689,"New York City"
"158","1567 Broadway New York, NY, 10036",40.7594131,-73.9856617,"New York City"
"159","222 W 79th St New York, NY, 10024",40.7833293,-73.9794561,"New York City"
"160","242 E 81st St New York, NY, 10028",40.7745702,-73.9546724,"New York City"
"161","79 MacDougal St New York, NY, 10012",40.7288916,-74.0018697,"New York City"
"162","111 South St New York, NY, 10038",40.7071693,-74.0019226,"New York City"
"163","212 E 10th St New York, NY, 10003",40.7292803,-73.9860746,"New York City"
"164","254 5th Ave New York, NY, 10001",40.7449771,-73.9874335,"New York City"
"165","219 E 44th St New York, NY, 10017",40.7518502,-73.9725168,"New York City"
"166","11 Division St New York, NY, 10002",40.7139305,-73.9968965,"New York City"
"167","1490 St Nicholas Ave New York, NY, 10033",40.851428,-73.9319127,"New York City"
"168","764 10th Ave New York, NY, 10019",40.7657442,-73.9906998,"New York City"
"169","62 Charles St New York, NY, 10014",40.7348316,-74.0029255,"New York City"
"170","4 W 22nd St New York, NY, 10010",40.7409362,-73.9907851,"New York City"
"171","172 Bleecker St New York, NY, 10012",40.7287669,-74.0007378,"New York City"
"172","96 2nd Ave New York, NY, 10003",40.7270204,-73.9884895,"New York City"
"173","871 7th Ave New York, NY, 10019",40.7644845,-73.9805464,"New York City"
"174","240 E 81st St New York, NY, 10028",40.774702,-73.9546495,"New York City"
"175","1489 2nd Ave New York, NY, 10075",40.7724612,-73.9559818,"New York City"
"176","228 Front St New York, NY, 10038",40.7077131,-74.0021248,"New York City"
"177","142 Mercer St New York, NY, 10012",40.724703,-73.9983278,"New York City"
"178","890 7th Ave New York, NY, 10106",40.7651937,-73.9806837,"New York City"
"179","828 8th Avenue New York, NY, 10019",40.7620338,-73.9860573,"New York City"
"180","19 W 49th St New York, NY, 10020",40.7583717,-73.9784907,"New York City"
"181","200 E 60th St New York, NY, 10022",40.7619091,-73.9658824,"New York City"
"182","1501 Broadway New York, NY, 10036",40.7570555,-73.9864838,"New York City"
"183","280 Bleecker St New York, NY, 10014",40.7316979,-74.0035021,"New York City"
"184","174 E 82nd St New York, NY, 10028",40.7763134,-73.9564863,"New York City"
"185","179 Franklin St New York, NY, 10013",40.7191955,-74.0095619,"New York City"
"186","240 Central Park S New York, NY, 10019",40.7674484,-73.9811332,"New York City"
"187","78 Carmine St New York, NY, 10014",40.7294869,-74.0046663,"New York City"
"188","461 W 23rd St New York, NY, 10011",40.7476544,-74.0035248,"New York City"
"189","The East River Btwn 29th & 32nd St New York, NY, 10016",40.7440712,-73.9709392,"New York City"
"190","31 W 17th St New York, NY, 10011",40.7387457,-73.9937807,"New York City"
"191","535 3rd Ave New York, NY, 10016",40.7466502,-73.9771948,"New York City"
"192","93 E 7th St New York, NY, 10009",40.7269671,-73.9852987,"New York City"
"193","684 St Nicholas Ave New York, NY, 10031",40.8235699,-73.9448241,"New York City"
"194","159 W 23rd St New York, NY, 10011",40.7440173,-73.9947268,"New York City"
"195","19 W 44th St New York, NY, 10036",40.7555245,-73.980845,"New York City"
"196","270 W 36th St New York, NY, 10018",40.7532598,-73.9923103,"New York City"
"197","37 E 50th St New York, NY, 10022",40.7578864,-73.9746074,"New York City"
"198","625 Columbus Ave New York, NY, 10024",40.7892987,-73.9697758,"New York City"
"199","31 Union Sq W New York, NY, 10003",40.7368197,-73.9911133,"New York City"
"200","1341 3rd Ave New York, NY, 10021",40.7726478,-73.9582635,"New York City"
"201","154 W 13th St New York, NY, 10011",40.7373851,-73.9997031,"New York City"
"202","231 2nd Ave New York, NY, 10003",40.7325995,-73.985007,"New York City"
"203","228 1st Ave New York, NY, 10009",40.7310004,-73.9825918,"New York City"
"204","316 E 53rd St New York, NY, 10022",40.7562971,-73.966547,"New York City"
"205","111 E 56th St New York, NY, 10022",40.7607399,-73.970458,"New York City"
"206","141 E 48th St New York, NY, 10017",40.7551067,-73.9725945,"New York City"
"207","222 Lafayette St New York, NY, 10012",40.7221067,-73.997632,"New York City"
"208","232 W 48th St New York, NY, 10036",40.7605335,-73.9861288,"New York City"
"209","3903 Broadway #3905 New York, NY, 10032",40.8380389,-73.9422926,"New York City"
"210","2006 3rd Ave New York, NY, 10029",40.7943967,-73.9429398,"New York City"
"211","210 E 46th St New York, NY, 10017",40.7529737,-73.9720665,"New York City"
"212","840 2nd Ave New York, NY, 10017",40.751462,-73.9706661,"New York City"
"213","88 9th Ave New York, NY, 10014",40.7423522,-74.0040829,"New York City"
"214","4235 Broadway New York, NY, 10033",40.8495344,-73.9369465,"New York City"
"215","676 6th Ave New York, NY, 10010",40.7416163,-73.993402,"New York City"
"216","32 W 33rd St New York, NY, 10001",40.7481476,-73.9869651,"New York City"
"217","420 Hudson St New York, NY, 10014",40.7303191,-74.0065779,"New York City"
"218","21 W 17th St New York, NY, 10011",40.7385986,-73.9933561,"New York City"
"219","226 E 53rd St New York, NY, 10022",40.757067,-73.9684282,"New York City"
"220","59 E 125th St New York, NY, 10035",40.8057629,-73.9400579,"New York City"
"221","77 Delancey St New York, NY, 10002",40.718826,-73.990219,"New York City"
"222","Location Varies New York, NY, 10018",40.7566361,-73.9930715,"New York City"
"223","259 Front St New York, NY, 10038",40.7081018,-74.0004592,"New York City"
"224","551 5th Ave New York, NY, 10017",40.7553885,-73.9788988,"New York City"
"225","14 E 23rd St New York, NY, 10010",40.7407595,-73.9884027,"New York City"
"226","77 Pearl St New York, NY, 10004",40.7040298,-74.01048,"New York City"
"227","568 Amsterdam Ave New York, NY, 10024",40.7887917,-73.9745318,"New York City"
"228","49 W 64th St New York, NY, 10023",40.7720947,-73.9813502,"New York City"
"229","973 Amsterdam Ave New York, NY, 10025",40.8015067,-73.9646963,"New York City"
"230","800 7th Ave New York, NY, 10019",40.762545,-73.9824817,"New York City"
"231","15 W 44th St New York, NY, 10036",40.755344,-73.9806613,"New York City"
"232","120 W 49th St New York, NY, 10020",40.7597437,-73.982321,"New York City"
"233","950 Broadway New York, NY, 10010",40.7410418,-73.9889845,"New York City"
"234","5 Times Sq New York, NY, 10036",40.7557119,-73.9873991,"New York City"
"235","18 Cornelia St New York, NY, 10014",40.7313345,-74.001914,"New York City"
"236","125 W 55th St New York, NY, 10019",40.7635461,-73.9790278,"New York City"
"237","426 Amsterdam Ave New York, NY, 10024",40.784224,-73.977874,"New York City"
"238","633 3rd Ave New York, NY, 10017",40.7497124,-73.9747828,"New York City"
"239","402 W 43rd St New York, NY, 10036",40.7592097,-73.9927457,"New York City"
"240","29 Bedford St New York, NY, 10014",40.7292206,-74.0037316,"New York City"
"241","132 Mulberry St New York, NY, 10013",40.7184206,-73.9976166,"New York City"
"242","1285 6th Ave New York, NY, 10019",40.7611039,-73.9801635,"New York City"
"243","64 Charles St New York, NY, 10014",40.7347702,-74.0032413,"New York City"
"244","1238 2nd Ave New York, NY, 10065",40.7641367,-73.961447,"New York City"
"245","3 Hanover Sq New York, NY, 10004",40.7049944,-74.0096537,"New York City"
"246","South St Seaport Pier 17 New York, NY, 10038",40.7055641,-74.0017386,"New York City"
"247","Pier 66 Maritime New York, NY, 10011",40.752434,-74.009718,"New York City"
"248","121 W 49th St New York, NY, 10020",40.7599864,-73.9822192,"New York City"
"249","797 3rd Ave New York, NY, 10022",40.7551704,-73.9707437,"New York City"
"250","1390 St Nicholas Ave New York, NY, 10033",40.8482822,-73.9341529,"New York City"
"251","2349 Frederick Douglass Blvd New York, NY, 10027",40.8108362,-73.9509688,"New York City"
"252","261 W 125th St New York, NY, 10027",40.8101169,-73.9502641,"New York City"
"253","22 Mott Street New York, NY, 10013",40.714425,-73.9986258,"New York City"
"254","172 Waverly Pl New York, NY, 10014",40.734024,-74.0013903,"New York City"
"255","44 W 63rd St New York, NY, 10023",40.7713747,-73.9826815,"New York City"
"256","127 Orchard St New York, NY, 10002",40.7196639,-73.9896801,"New York City"
"257","269 W 23rd St New York, NY, 10011",40.7452699,-73.9977879,"New York City"
"258","1196 Broadway New York, NY, 10001",40.7458268,-73.9884392,"New York City"
"259","101 W 57th New York, NY, 10019",40.7646408,-73.9772407,"New York City"
"260","882 1st Ave New York, NY, 10022",40.7536346,-73.966044,"New York City"
"261","89 E 42nd St New York, NY, 10017",40.7527277,-73.9772353,"New York City"
"262","348 Dyckman St New York, NY, 10034",40.8689647,-73.931878,"New York City"
"263","541 Amsterdam Ave New York, NY, 10024",40.7880874,-73.9743251,"New York City"
"264","937 1st Ave New York, NY, 10017",40.7549498,-73.9655929,"New York City"
"265","89 South St New York, NY, 10038",40.7057717,-74.0017925,"New York City"
"266","200 5th Ave New York, NY, 10010",40.7419978,-73.989942,"New York City"
"267","178 Mulberry St New York, NY, 10013",40.7206548,-73.9966534,"New York City"
"268","744 9th Ave New York, NY, 10019",40.7635547,-73.9885866,"New York City"
"269","14 Orchard St New York, NY, 10002",40.7150191,-73.9916861,"New York City"
"270","46th St New York, NY, 10036",40.7601631,-73.9888287,"New York City"
"271","169 Thompson St New York, NY, 10012",40.7276854,-74.0004606,"New York City"
"272","The East River New York, NY, 10016",40.74727,-73.9800645,"New York City"
"273","4127 Broadway New York, NY, 10032",40.8458272,-73.938765,"New York City"
"274","76 Clinton St New York, NY, 10002",40.7189181,-73.9850001,"New York City"
"275","151 Elizabeth St New York, NY, 10012",40.7204225,-73.9952894,"New York City"
"276","1354 Amsterdam Ave New York, NY, 10027",40.8140414,-73.9559876,"New York City"
"277","53 Bayard St New York, NY, 10013",40.7151849,-73.9976831,"New York City"
"278","1609 St Nicholas Ave New York, NY, 10040",40.8552354,-73.929654,"New York City"
"279","225 Vesey St New York, NY, 10281",40.714643,-74.0149484,"New York City"
"280","975 Amsterdam Ave New York, NY, 10025",40.8015256,-73.9645585,"New York City"
"281","Location Varies New York, NY, 10017",40.7527262,-73.9772294,"New York City"
"282","28 Greenwich Ave New York, NY, 10011",40.7350833,-73.9998753,"New York City"
"283","75 Murray St New York, NY, 10007",40.714859,-74.0105318,"New York City"
"284","16 Extra Pl New York, NY, 10003",40.7250333,-73.9913527,"New York City"
"285","3668 Broadway New York, NY, 10031",40.8305413,-73.9471645,"New York City"
"286","21 E 15th St New York, NY, 10003",40.7363651,-73.9919673,"New York City"
"287","1049 St Nicholas Ave New York, NY, 10032",40.8367189,-73.9403214,"New York City"
"288","303 W 116th St New York, NY, 10026",40.8048167,-73.9557153,"New York City"
"289","2492 Frederick Douglass Blvd New York, NY, 10027",40.8152647,-73.947093,"New York City"
"290","207 E 43rd St New York, NY, 10017",40.7512631,-73.9732368,"New York City"
"291","92 W Houston St New York, NY, 10012",40.7272535,-74.0000015,"New York City"
"292","301 W 125th St New York, NY, 10027",40.810537,-73.951461,"New York City"
"293","125 W 44th St New York, NY, 10036",40.7568129,-73.984243,"New York City"
"294","212 Front St New York, NY, 10038",40.7073663,-74.0026757,"New York City"
"295","3 E 54th St New York, NY, 10022",40.7609595,-73.9746494,"New York City"
"296","30 St Marks Pl New York, NY, 10003",40.7288142,-73.9884891,"New York City"
"297","Pier 25 New York, NY, 10013",40.7203108,-74.014345,"New York City"
"298","4250 Broadway New York, NY, 10033",40.8498689,-73.9356573,"New York City"
"299","685 3rd Ave New York, NY, 10017",40.751491,-73.9735965,"New York City"
"300","2451 Frederick Douglas Blvd New York, NY, 10027",40.8141174,-73.9486705,"New York City"
"301","429 Lenox Ave New York, NY, 10037",40.8119731,-73.94284,"New York City"
"302","205 West 95th Street New York, NY, 10025",40.7938201,-73.9713411,"New York City"
"303","390 Broome St New York, NY, 10013",40.7206889,-73.9969898,"New York City"
"304","818 10th Ave New York, NY, 10019",40.7673458,-73.9894995,"New York City"
"305","643 Broadway New York, NY, 10012",40.7267509,-73.9960237,"New York City"
"306","10 E 16th St New York, NY, 10003",40.7368109,-73.9920476,"New York City"
"307","151 W 34th St New York, NY, 10001",40.7508025,-73.9894835,"New York City"
"308","2190 Fredrick Douglas Blvd New York City, NY, 10026",40.8057419,-73.954103,"New York City"
"309","57 1st Ave New York City, NY, 10003",40.7250557,-73.9874335,"New York City"
"310","995 6th Ave New York, NY, 10018",40.7517046,-73.9867483,"New York City"
"311","1791 Central Park Ave New York, NY, 11212",40.9613421,-73.8420442,"New York City"
"312","1 W 59th St New York, NY, 10019",40.7647267,-73.9744989,"New York City"
"313","1109 5th Ave New York, NY, 10128",40.7854206,-73.9572934,"New York City"
"314","90 West Houston Street New York, NY, 10012",40.7272314,-73.9999456,"New York City"
"315","381 3rd Ave New York, NY, 10016",40.741496,-73.9809254,"New York City"
"316","2429 Broadway New York, NY, 10024",40.7906382,-73.975124,"New York City"
"317","2479 Broadway Ave 10025 New York, NY, 10025",40.792409,-73.9738835,"New York City"
"318","304 E 78th St New York, NY, 10075",40.7723107,-73.9552373,"New York City"
"319","491 1st Ave New York, NY, 10016",40.7406061,-73.9760728,"New York City"
"320","70 John St New York, NY, 10038",40.7086829,-74.0072921,"New York City"
"321","325 Broadway New York, NY, 10007",40.716076,-74.004925,"New York City"
"322","201 1st Ave New York, NY, 10003",40.7303138,-73.98363,"New York City"
"323","88 2nd Ave New York, NY, 10003",40.7268139,-73.9886355,"New York City"
"324","1083 1st Ave New York, NY, 10022",40.7596251,-73.961963,"New York City"
"325","940 1st Ave New York, NY, 10022",40.7548294,-73.96517,"New York City"
"326","327 W 44th St New York, NY, 10036",40.7592707,-73.9901518,"New York City"
"327","774 Amsterdam Ave New York, NY, 10025",40.795381,-73.969779,"New York City"
"328","90 West St New York, NY, 10006",40.7100636,-74.0144179,"New York City"
"329","3633 Broadway New York, NY, 10031",40.8294816,-73.9485772,"New York City"
"330","511 W 125th St New York, NY, 10027",40.8140406,-73.9564279,"New York City"
"331","4799 Broadway New York, NY, 10034",40.8664087,-73.925449,"New York City"
"332","4762 Broadway Ave New York, NY, 10034",40.865557,-73.9267553,"New York City"
"333","31 Division St New York, NY, 10002",40.7139999,-73.9960242,"New York City"
"334","290 Grand St New York, NY, 10002",40.7177777,-73.9920294,"New York City"
"335","198 E 8th St New York, NY, 10003",40.7299564,-73.9912756,"New York City"
"336","115 E 23rd St New York, NY, 10010",40.740063,-73.9855319,"New York City"
"337","1071 1st Ave New York, NY, 10022",40.7593824,-73.9625016,"New York City"
